# Generated by scripts/import-romance-lexicons.py; do not edit.
# Language-routing membership only: Portuguese (Brazil + Portugal).
# Pinned wooorm/dictionaries commit: 8cfea406b505e4d7df52d5a19bce525df98c54ab.
# Sources: dictionaries/pt/index.dic, dictionaries/pt-PT/index.dic.
# Pronunciation is owned separately by the pinned MFA pronunciation TSV.
# word	community
cila-da-terra	br
cila-vermelha	br
cilaceu	br
cilacino	br
cilada	br+pt
ciladear	br
ciladopa	br
cilareno	br
cilarídeo	br
cilaríneo	br
cilas-brasileiras	br
cilas-da-terra	br
cilas-vermelhas	br
cilastatina	br
cilazapril	br
cilazaprilate	br
cilaína	br
cilbiceno	br
cilea	br
cilene	br
cileneu	br
cilengitida	br
cileno	br
cileu	br
cilexetila	br
cilha-mestra	br
cilhadoiro	br
cilhadouro	br
cilhar	br
cilhas-mestras	br
cilheira	br
cilhão	br
ciliado	br
ciliar	br
ciliarotomia	br
ciliarotômico	br
ciliação	br
cilibrânquio	br
ciliciano	br
ciliciar	br
ciliciense	br
cilicismo	br
cilicno	br
cilicomorfo	br
cilicóstomo	br
ciliectomia	br
ciliectômico	br
ciliforme	br
cilindrada	pt
cilindragem	br+pt
cilindrar	br+pt
cilindrartrose	br
cilindrartrósico	br
cilindrartrótico	br
cilindraxe	br
cilindraxial	br
cilindreiro	br
cilindricamente	br+pt
cilindricidade	br+pt
cilindricórneo	br
cilindrifloro	br
cilindriforme	br+pt
cilindrimétrico	br
cilindrista	br
cilindrite	br
cilindrito	br
cilindro	br+pt
cilindro-eixo	br
cilindrocapsa	br
cilindrocapsáceo	br
cilindrocarpo	br
cilindrocefalia	br
cilindrocelular	br
cilindrociste	br
cilindrocéfalo	br
cilindrocórneo	br
cilindrocônico	br
cilindrofloro	br
cilindroforme	br
cilindrogival	br
cilindrográfico	br
cilindroide	br+pt
cilindrolaimo	br
cilindrolemo	br
cilindroma	br
cilindromorfo	br
cilindromático	br
cilindrométrico	br
cilindros-eixo	br
cilindroscópio	br
cilindrose	br
cilindrospermo	br
cilindrospório	br
cilindrossomo	br
cilindruria	br
cilindráceo	br
cilindrício	br
cilindrímetro	br
cilindrítico	br
cilindrógrafo	br
cilindróstomo	br
cilindrótomo	br
cilindrômetro	br
cilindrúria	br
ciliobranquiado	br
ciliobrânquio	br
ciliode	br
ciliodentado	br
cilioespinhal	br
cilioflagelado	br
ciliolado	br
ciliolamnídeo	br
ciliolâmnida	br
ciliorrino	br
ciliorrinídeo	br
ciliorrínida	br
ciliospinal	br
ciliotomia	br
ciliotoxina	br
ciliotômico	br
cilipicrina	br
cilista	br
cilitina	br
cilito	br
cilitoxina	br
ciliário	br
ciliátulo	br
ciliídeo	br
cilióforo	br
ciliófris	br
ciliógrado	br
cilmostim	br
cilo	br
cilobamina	br
cilobradina	br
cilocáris	br
cilofungina	br
cilomilaste	br
cilopodia	br
cilopolandiense	br
cilopódico	br
cilose	br
cilossomo	br
cilostamida	br
cilostazol	br
ciltoprazina	br
cilutazolina	br
cilvandro	br
cilênia	br
cilícia	br
cilício	br+pt
cilídeo	br
cilídio	br
cilífero	br
cilígero	br
cilígrado	br
cilíida	br
cilíndrico	br+pt
cilíndrofis	br
cilíofris	br
cilíolo	br
cilípede	br
cilístico	br
cilítico	br
cilótico	br
cima	pt
cima-pb	br
cimado	br
cimafronte	br
cimalha	br
cimarina	br
cimarol	br
cimarra	br
cimarrão	br
cimarínico	br
cimarólico	br
cimaterol	br
cimatina	br
cimatoforídeo	br
cimatofórida	br
cimatografia	br
cimatográfico	br
cimatolite	br
cimatométrico	br
cimatóforo	br
cimatógrafo	br
cimatólito	br
cimatômetro	br
cimba	br
cimbaleiro	br
cimbalino	br+pt
cimbaloide	br
cimbalária	br
cimbalóptero	br
cimbeba	br
cimbela	br
cimbi	br
cimbicídeo	br
cimbidíea	br
cimbifoliado	br
cimbiforme	br
cimbire	br
cimboa	br
cimbocarpo	br
cimbocefalia	br
cimbocéfalo	br
cimbonecte	br
cimbrar	br
cimbrense	br
cimbrico	br
cimbros	br
cimbídio	br
cimbó	br
cimbúlida	br
cimeira	pt
cimeiro	br+pt
cimeliarca	br
cimeliárquio	br
cimemoxina	br
cimeno	br
cimenol	br
cimentar	br+pt
cimentação	br
cimenteira	pt
cimenteiro	br
cimento	pt
cimento-amianto	br
cimentoblasto	br
cimentos	br
cimentos-amianto	br
cimentária	br
cimenólico	br
cimepanol	br
cimetidina	br
cimetrópio	br
cimi	br
cimianto	br
cimicida	br
cimicifugina	br
cimicifugínico	br
cimicino	br
cimicídeo	br
cimicídio	br
cimicífugo	br
cimidina	br
ciminde	br
ciminito	br
cimita	br
cimitarra	br
cimno	br
cimnodonte	br
cimnorrino	br
cimnorrinídeo	br
cimnorrínida	br
cimnídeo	br
cimníneo	br
cimo	br+pt
cimodocíea	br
cimodóceo	br
cimofenol	br
cimofobia	br
cimofânico	br
cimofânio	br
cimografia	br
cimograma	br
cimográfico	br
cimogênio	br
cimoide	br
cimol	br
cimoliano	br
cimolite	br
cimolítia	br
cimométrico	br
cimopólio	br
cimoscópio	br
cimoso	br
cimotoida	br
cimotriquia	br
cimoxatona	br
cimpaio	br
cimpereno	br
cimprazol	br
cimpropazida	br
cimue	br
cimácio	br
cimé	br
cimélio	br
cimério	br
cimênio	br
cimícico	br
cimícida	br
cimífuga	br
cimíndis	br
cimíneo	br
cimódroma	br
cimófano	br
cimógrafo	br
cimólio	br
cimótoa	br
cimótrico	br
cimômetro	br
cimônomo	br
cina-cina	br
cinabarino	br
cinabarita	br
cinabre	br
cinabrino	br
cinabrita	br
cinacalcinete	br
cinacanta	br
cinaldeído	br
cinalmeína	br
cinalucaste	br
cinamato	br
cinamaverina	br
cinamedrina	br
cinameno	br
cinameína	br
cinamil-cocaína	br
cinamil-eugenol	br
cinamilo	br
cinamina	br
cinamis-cocaína	br
cinamis-eugenóis	br
cinamodendro	br
cinamol	br
cinamolol	br
cinamomo	br
cinamomífero	br
cinamosma	br
cinamético	br
cinamênio	br
cinamólogo	br
cinamômeo	br
cinanche	br
cinanco	br
cinancoideo	br
cinaniense	br
cinanque	br
cinanserina	br
cinantropia	br
cinantropo	br
cinantrópico	br
cinaproxeno	br
cinara	br
cinarase	br
cinarazina	br
cinarina	br
cinarizina	br
cinarocéfalo	br
cinaroide	br
cinaráceas	br
cinasco	br
cinastráceo	br
cincadilha	br
cincar	br
cinceiro	br
cincelada	br
cincelete	br
cinceloso	br
cincenada	br
cincenho	br
cinceno	br
cincerro	br
cinchar	br
cinchocaína	br
cinchocerotina	br
cinchofeno	br
cinchofênio	br
cinchol	br
cincholina	br
cinchomerônico	br
cinchona	br
cinchonamina	br
cinchonato	br
cinchonetina	br
cinchonicina	br
cinchonidina	br
cinchoninato	br
cinchonino	br
cinchonismo	br
cinchonizar	br
cinchonoidea	br
cinchonologia	br
cinchonológico	br
cinchonáceo	br
cinchonínico	br
cinchotina	br
cinchotoxina	br
cinchotânico	br
cinchão	br
cinchônea	br
cinchônico	br
cincia	br
cincidela	br
cincidoideo	br
cincilete	br
cincinato	br
cincino	br
cinclidótea	br
cinclo	br
cinclossomo	br
cinclídeo	br
cinclídoto	br
cinco	br+pt
cinco-chagas	br
cinco-em-rama	br
cinco-folhas	br
cinco-folhas-do-campo	br
cinco-plantas	br
cinco-riense	br
cinco-réis	br+pt
cinco-salomão	br
cincocentismo	br
cincoideo	br
cincomesino	br
cincoquiálteras	br
cinctípede	br
cinctório	br
cincunscrever	br
cincunvalar	br
cincão	br
cincídeo	br
cindapso	br
cinderela	br+pt
cindila	br
cindir	br+pt
cindros	br
cindura	br
cindível	br
cine	br
cineamador	br
cineamadorístico	br
cineangiocardiografar	br
cineangiocardiografia	br
cineangiocardiograma	br
cineangiocardiográfico	br
cineangiocardiógrafo	br
cineangiocoronariografar	br
cineangiocoronariografia	br
cineangiocoronariograma	br
cineangiocoronariográfico	br
cineangiocoronariógrafo	br
cineasta	br+pt
cineastra	br
cinebiografia	br
cinece	br
cineclube	br+pt
cineclubismo	br
cineclubístico	br
cinecoronariografar	br
cinecoronariografia	br
cinecoronariograma	br
cinecoronariográfico	br
cinecoronariógrafo	br
cinecromeno	br
cinecromia	br
cinedilante	br
cinediletante	br
cinediletantismo	br
cinedo	br
cinedrama	br
cinefacção	br
cinefação	br
cineficar	br
cinefilia	br+pt
cinefilista	br
cinefluorografia	br
cinefluorograma	br
cinefluorográfico	br
cinefluoroscopia	br
cinefluoroscópico	br
cinefluoroscópio	br
cinefoto	br
cinegeticofilia	br
cinegeticófilo	br
cinegetófilo	br
cinegiro	br
cinegrafar	br
cinegrafia	br
cinegrafístico	br
cinegrama	br
cinegráfico	br
cinegética	pt
cinegético	br+pt
cineia	br
cinejornal	br
cinejornalístico	br
cineluro	br
cinelândia	br
cinema	br+pt
cinema-olho	br
cinemas-olho	br
cinemascopicamente	br
cinemascópio	br+pt
cinemateca	br+pt
cinematizar	br
cinematografar	br+pt
cinematografia	br+pt
cinematográfico	br
cinematoscópio	br+pt
cinematógrafo	br
cinemizar	br
cinemoscópio	br
cinemática	pt
cinemático	br+pt
cinemão	br
cinepaxadil	br
cinepazete	br
cinepazida	br
cinepázico	br
cinerama	br
cinerar	br
cineração	br
cineriforme	br
cinerito	br
cinerário	br
cinerício	br
cinescopia	br+pt
cinescópico	br
cinescópio	br
cinesia	br
cinesiatria	br
cinesiologia	br
cinesiológico	br
cinesioterapia	br
cinesioterápico	br
cinesismo	br
cinesiterapia	br
cinessérie	br
cinestesia	br+pt
cinestésico	br
cinestético	br
cineteatro	br+pt
cinetofone	br
cinetoscópio	br
cinetose	br
cineástico	br
cinfanense	br
cinfenina	br
cinfenoaco	br
cinflumida	br
cinfães	br+pt
cingalofonia	br
cingaloparlante	br
cingalês	br
cingalófono	br
cingaporeano	br
cingapura	br
cingapuriano	br
cingel	br
cingelada	br
cingeleiro	br
cingestol	br
cingideira	br
cingidoiro	br
cingidouro	br
cingir	br+pt
cingular	br
cinianja	br
cinicamente	br+pt
cinipídeo	br
cinira	br
cinismo	br+pt
cinitaprida	br
cinmetacina	br
cinocefálico	br
cinoctramida	br
cinocéfalo	br
cinocílio	br
cinofagia	br
cinofilia	br
cinofobia	br
cinofuradiona	br
cinofágico	br
cinoglossa	br
cinografia	br
cinográfico	br
cinolazepam	br
cinologia	br
cinológico	br
cinomorfo	br
cinopentazona	br
cinoquidox	br
cinorexia	br
cinosuro	br
cinoxacino	br
cinoxato	br
cinoxolona	br
cinoxopazida	br
cinqueiro	br
cinquenta	br+pt
cinquentavo	br+pt
cinquentena	br
cinquentenário	br+pt
cinquentinha	br
cinquentona	br
cinquentão	br+pt
cinquinho	br
cinromida	br
cinta	pt
cintar	br+pt
cinteado	br
cinteiro	br
cintel	br
cintigrafia	br
cintigrama	br
cintigráfico	br
cintilador	pt
cintilante	pt
cintilar	br+pt
cintilação	br
cintilho	br
cintilografia	br
cintilograma	br
cintilográfico	br
cinto	pt
cintos	br
cintra	br+pt
cintradora	br
cintramida	br
cintura	br+pt
cinturar	br+pt
cinturão	br+pt
cinuperona	br
cinza	pt
cinzar	br+pt
cinzeiro	br+pt
cinzel	br+pt
cinzelador	pt
cinzeladura	br+pt
cinzelagem	br+pt
cinzelar	br+pt
cinzentista	br
cinzento	br+pt
cinzento-azulado	pt
cinzento-claro	pt
cinzento-escuro	br
cinábrio	br+pt
cinárase	br
cináreo	br
cinâmico	br
cinância	br
cinânquico	br
cinécio	br
cinéfilo	br+pt
cinéreo	br
cinética	pt
cinético	br+pt
cinípidas	br
cinófago	br
cinófilo	br
cinófobo	br
cio	br+pt
cioado	br
cioba	br
cioba-mulata	br
ciobas-mulatas	br
ciocho	br
cioco	br
ciocoto	br
ciocromia	br
ciocromo	br
ciocrômico	br
ciofilíneo	br
ciografia	br
ciograma	br
ciográfico	br
ciomaquia	br
ciona	br
cionectomia	br
cionectômico	br
cionelo	br
cionite	br
cionocrânio	br
cionorrafia	br
cionorráfico	br
cionotomia	br
cionotômico	br
cionídeo	br
cionótomo	br
ciopino	br
cioscopia	br
cioscópico	br
cioso	br+pt
ciosofia	br
cioteronel	br
cioto	br
ciotomia	br
ciotômico	br
cip	br+pt
cipa	br
cipa-mt	br
cipaio	br
cipanfilina	br
ciparisso	br
ciparoba	br
cipela	br
cipemastate	br
cipenamina	br
ciperal	br
ciperale	br
ciperina	br
cipermetrina	br
cipero	br
ciperáceo	br
cipionato	br
cipista	br
cipião	br+pt
cipo	br
cipoaba	br
cipoal	br
cipoalense	br
cipoama	br
cipoar	br
cipoense	br
cipolandense	br
cipolata	br
cipolino	br
cipotânea	br
cipotânea-mg	br
cipoíra	br
cipoúna	br
ciprafamida	br
cipralisanto	br
ciprazafona	br
ciprazepam	br
ciprefadol	br
ciprenorfina	br
ciprestal	br+pt
cipreste	br+pt
cipriano	br+pt
cipridofobia	br
cipridologia	br
ciprino	br
ciprinídeo	br
cipriolítico	br
cipriota	br+pt
ciprocinonida	br
ciprodenato	br
ciproeptadina	br
ciprofibrato	br
ciprofloxacino	br
ciprolidol	br
ciproprida	br
ciproquazona	br
ciproquinato	br
ciprosteno	br
ciproterona	br
ciproximida	br
ciprínidas	br
cipselídeo	br
cipsélidas	br
cipéride	br
cipó	br+pt
cipó-abacate	br
cipó-alho	br
cipó-almécega	br
cipó-amarelo	br
cipó-amargo	br
cipó-amargoso	br
cipó-amarra-de-gigante	br
cipó-amarra-de-jiqui	br
cipó-azougue	br
cipó-azul	br
cipó-ba	br
cipó-barroca	br
cipó-bela-flor	br
cipó-branco	br
cipó-branco-de-arco	br
cipó-branco-de-caboclo	br
cipó-branco-de-cerca	br
cipó-branco-de-rego	br
cipó-brasil	br
cipó-bravo	br
cipó-caatinga	br
cipó-cabeludo	br
cipó-caboclo	br
cipó-caboclo-venenoso	br
cipó-café	br
cipó-camarão	br
cipó-canela-de-jacu	br
cipó-caniana	br
cipó-capa-homem	br
cipó-capador	br
cipó-caravuí	br
cipó-carijó	br
cipó-carneiro	br
cipó-catiguá	br
cipó-catinga	br
cipó-catinga-de-paca	br
cipó-caçaú	br
cipó-chumbo	br
cipó-cobra	br
cipó-cola	br
cipó-corimbó	br
cipó-correlha	br
cipó-cravo	br
cipó-cruapé-branco	br
cipó-cruapé-vermelho	br
cipó-cruz	br
cipó-cruz-verdadeiro	br
cipó-cumaruapé	br
cipó-curapé	br
cipó-curimbó	br
cipó-curura	br
cipó-cururu	br
cipó-d'alho	br
cipó-d'arco	br
cipó-d'água	br
cipó-da-areia	br
cipó-da-beira	br
cipó-da-beira-mar	br
cipó-da-gota	br
cipó-da-mata	br
cipó-da-praia	br
cipó-da-água	br
cipó-das-areias	br
cipó-das-feridas	br
cipó-de-agulha	br
cipó-de-alcaçuz	br
cipó-de-alho	br
cipó-de-amarrar	br
cipó-de-amarrar-caranguejo	br
cipó-de-aracuão	br
cipó-de-arco	br
cipó-de-bamburral	br
cipó-de-barril	br
cipó-de-batata	br
cipó-de-beira-mar	br
cipó-de-boi	br
cipó-de-breu	br
cipó-de-cabaça	br
cipó-de-caboclo	br
cipó-de-canoa	br
cipó-de-carijó	br
cipó-de-carneiro	br
cipó-de-cesto	br
cipó-de-cesto-grande	br
cipó-de-ceuci	br
cipó-de-chagas	br
cipó-de-chumbo	br
cipó-de-cinco-folhas	br
cipó-de-cobra	br
cipó-de-cola	br
cipó-de-copacabana	br
cipó-de-coração	br
cipó-de-corda	br
cipó-de-couro-cru	br
cipó-de-cumanã	br
cipó-de-cunanã	br
cipó-de-embiri	br
cipó-de-escada	br
cipó-de-fogo	br
cipó-de-gato	br
cipó-de-gota	br
cipó-de-imbé	br
cipó-de-impingem	br
cipó-de-jabota	br
cipó-de-jabuti	br
cipó-de-jabutá	br
cipó-de-jarrinha	br
cipó-de-junta	br
cipó-de-lavadeira	br
cipó-de-leite	br
cipó-de-macaco	br
cipó-de-mainibu	br
cipó-de-mofumbo	br
cipó-de-morcego	br
cipó-de-mucuna	br
cipó-de-paina	br
cipó-de-palma	br
cipó-de-paque	br
cipó-de-penas	br
cipó-de-poita	br
cipó-de-quati	br
cipó-de-rego	br
cipó-de-santa-isabel	br
cipó-de-sapo	br
cipó-de-seda	br
cipó-de-são-francisco	br
cipó-de-são-joão	br
cipó-de-tamanduá	br
cipó-de-timbó	br
cipó-de-tucunaré	br
cipó-de-vaqueiro	br
cipó-de-viúva	br
cipó-de-água	br
cipó-do-imbé	br
cipó-do-mato	br
cipó-do-reino	br
cipó-do-rio	br
cipó-dourado	br
cipó-em	br
cipó-emético	br
cipó-escada	br
cipó-escova	br
cipó-flor-de-veado	br
cipó-florão	br
cipó-fraco	br
cipó-gordo	br
cipó-guaçu	br
cipó-guibé	br
cipó-guira	br
cipó-icica	br
cipó-imbé	br
cipó-jabutá	br
cipó-jagube	br
cipó-jarrinha	br
cipó-jatobá	br
cipó-jiboia	br
cipó-jiboia-vermelho	br
cipó-língua	br
cipó-manuel-alves	br
cipó-mata	br
cipó-mata-cobras	br
cipó-mata-pau	br
cipó-matador	br
cipó-mil-homens	br
cipó-mole	br
cipó-morcego	br
cipó-mulatinho	br
cipó-mãe-boa	br
cipó-mão-de-sapo	br
cipó-paratudo	br
cipó-paré	br
cipó-pau	br
cipó-peludo	br
cipó-prata	br
cipó-pé-de-lagartixa	br
cipó-pé-de-lagarto	br
cipós-abacate	br
cipós-alho	br
cipós-almécega	br
cipós-amarelos	br
cipós-amargos	br
cipós-amargosos	br
cipós-amarra-de-gigante	br
cipós-amarra-de-jiqui	br
cipós-amarras-de-gigante	br
cipós-amarras-de-jiqui	br
cipós-azougue	br
cipós-azuis	br
cipós-barroca	br
cipós-bela-flor	br
cipós-belas-flores	br
cipós-brancos	br
cipós-brancos-de-arco	br
cipós-brancos-de-caboclo	br
cipós-brancos-de-cerca	br
cipós-brancos-de-rego	br
cipós-brasil	br
cipós-bravos	br
cipós-caatinga	br
cipós-cabeludos	br
cipós-caboclo	br
cipós-caboclo-venenoso	br
cipós-caboclos	br
cipós-caboclos-venenosos	br
cipós-café	br
cipós-camarão	br
cipós-canela-de-jacu	br
cipós-canelas-de-jacu	br
cipós-caniana	br
cipós-capa-homem	br
cipós-capadores	br
cipós-caravuí	br
cipós-carijó	br
cipós-carneiro	br
cipós-catiguá	br
cipós-catinga	br
cipós-catinga-de-paca	br
cipós-catingas-de-paca	br
cipós-caçaú	br
cipós-chumbo	br
cipós-cobra	br
cipós-cola	br
cipós-corimbó	br
cipós-correlha	br
cipós-cravo	br
cipós-cruapé-brancos	br
cipós-cruapé-vermelhos	br
cipós-cruapés-brancos	br
cipós-cruapés-vermelhos	br
cipós-cruz	br
cipós-cruz-verdadeiros	br
cipós-cruzes	br
cipós-cruzes-verdadeiros	br
cipós-cumaruapé	br
cipós-curapé	br
cipós-curimbó	br
cipós-curura	br
cipós-cururu	br
cipós-d'alho	br
cipós-d'arco	br
cipós-d'água	br
cipós-da-areia	br
cipós-da-beira	br
cipós-da-beira-mar	br
cipós-da-gota	br
cipós-da-mata	br
cipós-da-praia	br
cipós-da-água	br
cipós-das-areias	br
cipós-das-feridas	br
cipós-de-agulha	br
cipós-de-alcaçuz	br
cipós-de-alho	br
cipós-de-amarrar	br
cipós-de-amarrar-caranguejo	br
cipós-de-aracuão	br
cipós-de-arco	br
cipós-de-bamburral	br
cipós-de-barril	br
cipós-de-batata	br
cipós-de-beira-mar	br
cipós-de-boi	br
cipós-de-breu	br
cipós-de-cabaça	br
cipós-de-caboclo	br
cipós-de-canoa	br
cipós-de-carijó	br
cipós-de-carneiro	br
cipós-de-cesto	br
cipós-de-cesto-grande	br
cipós-de-ceuci	br
cipós-de-chagas	br
cipós-de-cinco-folhas	br
cipós-de-cobra	br
cipós-de-cola	br
cipós-de-copacabana	br
cipós-de-coração	br
cipós-de-corda	br
cipós-de-couro-cru	br
cipós-de-cumanã	br
cipós-de-cunanã	br
cipós-de-embiri	br
cipós-de-escada	br
cipós-de-fogo	br
cipós-de-gato	br
cipós-de-gota	br
cipós-de-imbé	br
cipós-de-impingem	br
cipós-de-jabota	br
cipós-de-jabuti	br
cipós-de-jabutá	br
cipós-de-jarrinha	br
cipós-de-junta	br
cipós-de-lavadeira	br
cipós-de-leite	br
cipós-de-macaco	br
cipós-de-mainibu	br
cipós-de-mofumbo	br
cipós-de-morcego	br
cipós-de-mucuna	br
cipós-de-paina	br
cipós-de-palma	br
cipós-de-paque	br
cipós-de-penas	br
cipós-de-poita	br
cipós-de-quati	br
cipós-de-rego	br
cipós-de-santa-isabel	br
cipós-de-sapo	br
cipós-de-seda	br
cipós-de-são-francisco	br
cipós-de-são-joão	br
cipós-de-tamanduá	br
cipós-de-timbó	br
cipós-de-tucunaré	br
cipós-de-vaqueiro	br
cipós-de-viúva	br
cipós-de-água	br
cipós-do-imbé	br
cipós-do-mato	br
cipós-do-reino	br
cipós-do-rio	br
cipós-dourados	br
cipós-em	br
cipós-eméticos	br
cipós-escada	br
cipós-escova	br
cipós-flor-de-veado	br
cipós-flores-de-veado	br
cipós-florão	br
cipós-fracos	br
cipós-gordos	br
cipós-guaçu	br
cipós-guibé	br
cipós-guira	br
cipós-icica	br
cipós-imbé	br
cipós-jabutá	br
cipós-jagube	br
cipós-jarrinha	br
cipós-jatobá	br
cipós-jiboia	br
cipós-jiboia-vermelhos	br
cipós-jiboias-vermelhos	br
cipós-língua	br
cipós-manuel-alves	br
cipós-mata	br
cipós-mata-cobras	br
cipós-mata-pau	br
cipós-matadores	br
cipós-mil-homens	br
cipós-moles	br
cipós-morcego	br
cipós-mulatinhos	br
cipós-mãe-boa	br
cipós-mães-boas	br
cipós-mão-de-sapo	br
cipós-mãos-de-sapo	br
cipós-paratudo	br
cipós-paré	br
cipós-pau	br
cipós-peludos	br
cipós-prata	br
cipós-pé-de-lagartixa	br
cipós-pé-de-lagarto	br
cipós-pés-de-lagartixa	br
cipós-pés-de-lagarto	br
cipônima	br
cira	br
ciramadol	br
cirandagem	br
cirandar	br+pt
cirandeira	br+pt
cirandinha	br
cirandão	br
ciranesco	br
cirano	br
cirata	br
cirazolina	br
cirba	br
cirbásia	br
circada	br
circadiano	br
circameridiano	br
circassiano	br
circatejano	br
circe	pt
circeense	br
circeiense	br
circeio	br
circense	br+pt
circeu	br
circeína	br
circeínea	br
circiadela	br
circiar	br
circinal	br
circinar	br
circitor	br
circlagem	br
circo	br+pt
circotelúrico	br
circuitar	br+pt
circuitação	br
circuito	pt
circuitos	br
circuição	br
circulante	br+pt
circular	br+pt
circularização	br
circulatório	pt
circulação	br
circulina	br
circulável	br
circum	br
circum-adjacente	br
circum-adjacência	br
circum-ambiente	br
circum-ambiência	br
circum-ambulação	br
circum-anal	br
circum-axial	br
circum-escolar	br
circum-esofagiano	br
circum-hospitalar	br
circum-mediterrâneo	br
circum-meridiano	br
circum-murado	br
circum-murar	br
circum-navegador	br+pt
circum-navegar	br+pt
circum-navegação	br+pt
circum-navegável	br
circum-uretral	br
circum-áxil	br
circumbinário	br
circumpacífico	br
circumpalpebral	br
circumpatente	br
circumpercorrer	br
circumpercurso	br
circumpolar	br
circumpolaridade	br
circumpolarizado	br
circumpolarização	br
circumpor	br
circumposto	br
circunavegar	br
circunavegatório	br
circunavegação	br
circunavegável	br
circuncelião	br
circuncentral	br
circuncentrar	br
circuncentro	br
circuncidar	br+pt
circuncircular	br
circuncisfláutico	br
circunciso	br+pt
circuncisão	br+pt
circuncluso	br
circuncrescente	br
circuncrescência	br
circuncêntrico	br
circundante	pt
circundantemente	br
circundar	br+pt
circundação	br
circundenudado	br
circundenudação	br
circunducto	br
circundutar	br
circundução	br
circunfaringiano	br
circunferencial	br+pt
circunferente	br
circunferência	br+pt
circunflexado	br
circunflexar	br
circunflexo	br+pt
circunflexão	br+pt
circunfluente	br
circunfluir	br
circunfluência	br
circunforâneo	br
circunfundir	br
circunfuso	br
circunfusão	br
circungirar	br
circungiração	br
circunjacente	br
circunjacência	br
circunjazer	br
circunlabial	br
circunlação	br
circunlental	br
circunlocucional	br
circunlocutório	br
circunlocução	br
circunloquial	br
circunlunar	br
circunlóquio	br
circunrevolto	br
circunrevoluto	br
circunrodar	br
circunscrever	br+pt
circunscricional	br+pt
circunscriptivo	br
circunscritivo	br+pt
circunscrito	br+pt
circunscritor	br
circunscritível	br+pt
circunscrição	br+pt
circunsessão	br
circunsoante	br
circunsolar	br
circunsonar	br
circunspeccionar	br
circunspecionar	br
circunspecto	br+pt
circunspecção	br
circunspeto	br+pt
circunspeção	br
circunstancial	br+pt
circunstancializar	br
circunstancialização	br
circunstancialístico	br
circunstanciar	br+pt
circunstanciativo	br
circunstanciação	br
circunstancionar	br
circunstanciável	br
circunstar	br
circunstelar	br
circunstância	br+pt
circunséssil	br
circuntelúrico	br
circunterrestre	br
circuntornar	br+pt
circuntropical	br
circunutação	br
circunvagante	pt
circunvagar	br+pt
circunvalar	br+pt
