# Generated by scripts/import-romance-lexicons.py; do not edit.
# Language-routing membership only: Portuguese (Brazil + Portugal).
# Pinned wooorm/dictionaries commit: 8cfea406b505e4d7df52d5a19bce525df98c54ab.
# Sources: dictionaries/pt/index.dic, dictionaries/pt-PT/index.dic.
# Pronunciation is owned separately by the pinned MFA pronunciation TSV.
# word	community
frandesca	br
frandil	br
frandulagem	br
franduleiro	br
franduno	br
franga-enfeitada	br
frangainho	br
frangaiola	br
frangalete	br
frangalhar	br
frangalheiro	br
frangalhice	br
frangalho	pt
frangalhona	br
frangalhos	br
frangalhote	br+pt
frangalhotear	br
frangalhoteiro	br
frangalhotice	br
franganada	br+pt
franganito	br+pt
franganote	br+pt
frangas-enfeitadas	br
frangaço	br
frangelha	br
franger	br
frangipani	br
frangipano	br
frangir	br
frango	br+pt
frango-d'água	br
frango-d'água-comum	br
frango-do-mar	br
frango-do-rio	br
frangofilia	br
frangolho	br
frangona	br
frangos-d'água	br
frangos-d'água-comuns	br
frangos-do-mar	br
frangos-do-rio	br
frangote	br+pt
frangue	br
franguear	br
frangueiro	br
franguinho	br
franguinho-d'água	br
franguinhos-d'água	br
frangulato	br
frangulemodina	br
frangulheiro	br
frangulho	br
frangulina	br
franguláceo	br
frangão	br
frangícia	br
frangível	br
frangúlico	br
franja	pt
franjado	pt
franjal	br
franjar	br+pt
franjear	br
franjeira	br
franjeta	br
franjido	br
franjinha	br
franjosca	br
franjão	br
frank	pt
frankenstein	pt
frankfurt	br+pt
frankfurtiniano	br
franklin	br+pt
frankliniano	br
franque	br
franquear	br+pt
franqueico	br
franqueiro	br
franqueita	br
franquelete	br
franqueniáceo	br
franquense	br+pt
franqueza	br+pt
franqueável	br
franquia	pt
franquiador	pt
franquiar	br+pt
franquismo	br+pt
franquisque	br
franquista	pt
franquênia	br
franquístico	br
franz	pt
franzino	br+pt
franzinote	br+pt
franzir	br+pt
frança	br+pt
françois	pt
françoise	pt
frapê	br
fraque	br+pt
fraquear	br
fraqueira	pt
fraqueiro	br
fraqueirona	br
fraqueirão	br
fraquejar	br+pt
fraquentar	br
fraquete	br
fraqueza	br+pt
frasal	br
frascagem	br
frascal	br
frascaria	br+pt
frascarice	br
frasco	br+pt
frascário	br
frase	br+pt
frase-exemplo	br
frase-núcleos	br
frase-título	br
fraseado	pt
frasear	br+pt
fraseografia	br
fraseograma	br
fraseográfico	br
fraseolatria	br
fraseologia	br
fraseolátrico	br
fraseológico	br
fraseomania	br
fraseomaníaco	br
frases-exemplos	br
frases-núcleos	br
frases-título	br
frasezinha	br
fraseólatra	br
fraseólogo	br
fraseômano	br
frasismo	br
frasniano	br
frasqueiro	br
frasqueirão	br
frasquejadeira	br
frasquejar	br
frasqueta	br
frasquinhar	br
frasquinhos	br
fraséria	br
fratacho	br
fraterna	pt
fraternal	br+pt
fraternidade	pt
fraternismo	br
fraternizar	br+pt
fraternização	br
fraternizável	br
fraterno	br+pt
fraticelismo	br
fraticelo	br
fratria	br
fratriarca	br
fratricelo	br
fratricida	br
fratricídio	br+pt
fratrissa	br
fratuentino	br
fratura	pt
fraturar	br+pt
fraturação	br
fraturável	br
fratércula	br
fraudar	br
fraudação	br
fraude	br+pt
fraudento	br
fraudezinha	br
fraudulento	br+pt
frauduloso	br
fraudulência	br
fraudável	br
frautar	br
frautear	br
frauteiro	br
frautista	br
fravasonense	br
fraxetina	br
fraxinela	br
fraxineáceo	br
fraxinina	br
fraxino	br
fraxinícola	br
fraxíneo	br
frazangue	br
frazinela	br
frazão	br
fração	br+pt
fraçãozinha	br
freagem	br
frear	br
freatóbio	br
freatótrix	br
frebeliano	br
freboldita	br
frechal	br
frechar	br
frechação	br
frecheirense	br
frecheirinha	br
frecheirinha-ce	br
frecheirinhense	br
frecheiro	br
fred	pt
fredegundo	br
frederica	br
frederico	br+pt
fredolino	br
freeiro	br
freelance	br
freelancer	br
freeware	pt
freezer	br
freezers	br
frefolho	br
fregadíssimo	br
fregar	br
fregata	br
fregatola	br
fregatídeo	br
fregação	br
frege	br
frege-moscas	br
fregelano	br
fregementa	br
fregilupo	br
fregilíneo	br
freginate	br
fregista	br
fregolismo	br
fregona	br
fregosão	br
freguesia	br+pt
freguês	br+pt
fregão	br
frei	br+pt
frei-bode	br
frei-jorge	br
frei-paulense	br
frei-paulistano	br
frei-vicente	br
freialita	br
freiana	br
freibergite	br
freiberguês	br
freicha	br
freicinécia	br
freiela	br
freieslebenite	br
freijó	br
freilínia	br
freimaço	br
freime	br
freimático	br
freimão	br
freio	br+pt
freira	pt
freiral	br
freirar	br
freire	pt
freire-es	br
freire-ma	br
freiria	br
freiriano	br
freirice	br+pt
freirinha	br+pt
freirinita	br
freirático	br
freis-bode	br
freis-jorge	br
freitas	br+pt
freitas-ba	br
freitas-pi	br
freitas-pr	br
freitas-sc	br
freitense	br
freitinhas	br
freixal	br
freixenista	br
freixeno	br
freixial	br
freixieiro	br
freixiense	br
freixo	br+pt
freixo-da-calábria	br
freixo-do-maná	br
freixonita	br
freixos-da-calábria	br
freixos-do-maná	br
frejereba	br
frejucada	br
frejucar	br
freme	pt
fremebundo	br
fremem	pt
fremente	br+pt
fremer	br
fremes	pt
fremi	pt
fremilúcilo	br
fremimos	pt
fremir	br+pt
fremis	pt
fremontita	br
fremência	br
frenagem	br
frenal	br
frenalgia	br
frenar	br+pt
frenastenia	br
frenastênico	br
frenação	br
frendente	br
frender	br
frendor	br
frenela	br
frenepático	br
frenesi	br
frenesiar	br
frenesim	br+pt
frenesofágico	br
freni	br
frenia	br
frenicectomia	br
frenicectômico	br
frenicoque	br
frenicotomia	br
frenicotripsia	br
frenicotômico	br
frenite	br
frenoblabia	br
frenocardia	br
frenocardíaco	br
frenocolopexia	br
frenocárdico	br
frenocólico	br
frenocômio	br
frenodinia	br
frenodínico	br
frenoepático	br
frenoglotismo	br
frenoglótico	br
frenografia	br
frenográfico	br
frenogástrico	br
frenologia	br
frenologismo	br
frenológico	br
frenopata	br
frenopatia	br
frenopericardite	br
frenopericárdico	br
frenoplegia	br
frenoplégico	br
frenoptose	br
frenoptótico	br
frenopático	br
frenoscopia	br
frenoscópico	br
frenosplênico	br
frenotomia	br
frenotômico	br
frenquentemente	br
frentaberta	br
frentano	br
frente	br+pt
frentear	br
frenteiro	br
frentezinha	br
frentinha	br
frentismo	br
frentizol	br
frenulado	br
frenzelite	br
frenzelito	br
frenálgico	br
frenético	br+pt
frenítico	br
frenógrafo	br
frenólogo	br
frenópata	br
frenômetro	br
freodilo	br
freon	br
freoricte	br
freorictídeo	br
freoríctida	br
frequencial	br
frequenciômetro	br
frequencímetro	br+pt
frequentar	br+pt
frequentativo	br
frequentação	br
frequente	br+pt
frequentemente	br
frequentável	br
frequência	br+pt
fresa	pt
fresadora	pt
fresagem	br+pt
fresar	br+pt
fresca	pt
frescal	br
frescalhona	br
frescalhote	br
frescalhão	br
frescar	br
frescata	br
frescaço	br
fresco	br+pt
frescobol	br
frescobolista	br
frescor	br
frescum	br
frescura	br+pt
frescão	br
fresison	br
fresnel	br
fresnoíta	br
fresos	br
fresquejar	br
fresquidão	br
fresquilandeira	br
fresquista	br
fresquita	br
fresquíssimo	br
fressura	br
fressureiro	br
fressurento	br
fresta	br+pt
frestado	br
frestador	br
frestão	br
fretagem	br
fretar	br+pt
frete	pt
freteiro	br
fretejar	br
fretenir	br
fretilin	pt
freud	br+pt
freudenberguita	br
freudianismo	br
freudiano	br+pt
freudianístico	br
freudismo	br+pt
freudístico	br
freundii	br
frevança	br
frevar	br
frevioca	br
frevista	br
frevo-abafo	br
frevo-canção	br
frevo-coqueiro	br
frevo-ventania	br
frevos	br
frevos-abafo	br
frevos-canção	br
frevos-coqueiro	br
frevos-ventania	br
freziéria	br
freático	br+pt
freático-aflorante	br
freônico	br
fri-frió	br
fria-ba	br
friacho	br
friagem	br+pt
frial	br
frialdade	br+pt
friame	br
friamo	br
frias-sc	br
friasco	br
friburgo	br+pt
friburgo-rj	br
friburguense	br
friburguês	br
fricandó	br
fricassé	br
fricassê	br
fricativismo	br
fricativo	br+pt
fricatizar	br
friccional	br
friccionar	br+pt
friccionável	br
fricote	br
fricotear	br
fricoteação	br
fricoteiro	br
frictor	br
frictômetro	br
fricção	br+pt
fridelita	br
fridolino	br
frieda	br
friedelita	br
friederícia	br
friedrich	br
frieirento	br
frieiro	br
frieirona	br
frieirão	br
friento	br
frieseíte	br
friesta	br
friez	br
frieza	br+pt
friganeida	br
friganeídeo	br
friganoide	br
friganoptosia	br
friganário	br
friganíneo	br
friganóforo	br
frigidamente	br+pt
frigideira	pt
frigideiro	br
frigidez	br+pt
frigidite	br
frigidito	br
frigidário	br
frigidíssimo	br+pt
frigilanto	br
frigimenta	br
friginada	br
friginato	br
friginário	br
frigir	br
frigisco	br
frigo	br
frigobar	br
frigofobia	br
frigoluminescência	br
frigomóvel	br
frigoria	br
frigorideserto	br
frigoridesértico	br
frigorificar	br
frigorificação	br
frigorificável	br
frigorimetria	br
frigorimétrico	br
frigorífero	br+pt
frigorífico	br+pt
frigorífugo	br
frigorígeno	br
frigorímetro	br
frigoterapia	br
frigoterápico	br
frigânea	br
frigânido	br
frigânio	br
frigífugo	br
frigórico	br
frigômetro	br
friinha	br
frila	br
frima	pt
frimais	br+pt
frimam	br+pt
frimamos	pt
frimas	pt
frimo	br+pt
frimofiúrido	br
frimáceo	br
frimário	br
frimão	br
frimínea	br
frinaglosso	br
frincha	pt
frinchadeira	br
frinchar	br
frinchoso	br+pt
frine	br
frinela	br
fringilicultor	br
fringilicultura	br
fringilo	br
fringilário	br
fringilídeo	br
fringílida	br
frinhento	br
friniate	br
frinina	br
frinisco	br
frino	br
frinocéfalo	br
frinoderma	br
frinoglosso	br
frinolisina	br
frinomorfo	br
frinomântis	br
frinorrombo	br
frinossoma	br
frinídeo	br
friníea	br
friníneo	br
frinócara	br
frinópsis	br
frio	br+pt
frio-pi	br
frio-rj	br
frioleira	br
friolento	br
friorento	br+pt
frioso	br
friozinho	br
friquiti	br
frisa	pt
frisada	pt
frisadura	br
frisagem	br
frisante	pt
frisar	br+pt
friseu	br
frisiano	br
friso	pt
frisos	br
frisson	br
frisura	br
frisão	br
frita	pt
fritada	pt
fritadeira	br+pt
fritagem	br
fritalhada	br
fritambá	br
fritangada	br
fritar	br+pt
fritação	br
fritido	br
fritilariíneo	br
fritilo	br
fritilária	br
fritinha	br
frito	pt
fritos	br
fritura	br+pt
fritz	pt
friul	br
friulano	br
friuli	pt
frivolamente	br+pt
frivoleza	br
frivolidade	br+pt
frixeu	br
frixo	br
frixíneo	br
frizante	br
friável	br+pt
friâmule	br
friéria	br
friúlico	br
friúme	br
friúra	br
frocadura	br
frocar	br
froco-rasteiro	br
frocos	br
frocos-rasteiros	br
froebeliano	br
froelíquia	br
frogodô	br
frohberguita	br
froina	br
froixar	br
froixel	br
froixelado	br
froixeleiro	br
froixeza	br
froixidade	br
froixidão	br
froixo	pt
froixos	br
froixura	br
frol	br
frolar	br
frolho	br
frolido	br
frolir	br
frolovita	br
froncil	br
frondar	br
frondação	br
fronde	pt
frondear	br
frondecer	br
frondejar	br
frondelita	br
frondente	br
frondescente	br
frondescer	br
frondescência	br
frondifloro	br
frondiforme	br
frondiporídeo	br
frondipórida	br
frondista	br
frondoso	br+pt
frondência	br
frondícola	br
frondífero	br
frondíparo	br
frondípora	br
fronema	br
fronemático	br
fronepidil	br
fronetas	br
fronha	pt
fronho	br
fronimela	br
fronimídeo	br
fronimíneo	br
fronimópsis	br
fronta	br
frontaberto	br
frontada	br
frontal	br+pt
frontaleira	br
frontalis	br
frontar	br
frontaria	br+pt
fronte	pt
frontear	br
fronteira	pt
fronteira-faixa	br
fronteira-linha	br
fronteira-mg	br
fronteira-pi	br
fronteira-zona	br
fronteirar	br
fronteiras-faixa	br
fronteiras-linha	br
fronteiras-perdidas	br
fronteiras-pi	br
fronteiras-sp	br
fronteiras-zona	br
fronteirense	br
fronteiriço	br+pt
fronteiro	pt
fronteiros	br
fronticervical	br
fronticurvo	br
frontilacrimal	br
frontimalar	br
frontimaxilar	br
frontin	br
frontin-pr	br
frontin-rj	br
frontinasal	br
frontinho	br
frontiniano	br
frontino	br
frontiparietal	br
frontirrostro	br
frontispicial	br
frontispício	br+pt
frontissupraciliar	br
frontitemporal	br
frontivértice	br
fronto-horizontal	br
fronto-occipital	br
frontoccipital	br
frontocervical	br
frontogênese	br
frontolacrimal	br
frontologia	br
frontolítico	br
frontomalar	br
frontomaxilar	br
frontonasal	br
frontoparietal	br
frontopterigoideo	br
frontorizontal	br
frontossupraciliar	br
frontotemporal	br
frontovértice	br
frontão	br
frontólise	br
frontônia	br
fronças	br
fronímida	br
frosca	br
frota	br+pt
froterismo	br
frotilha	br
frouma	br
froumeira	br
frouva	br
frouxar	br
frouxel	br
frouxelado	br
frouxeleiro	br
frouxeza	br
frouxidade	br
frouxidão	br+pt
frouxo	pt
frouxos	br
frouxura	br
frouças	br
frovatriptana	br
froxiprosta	br
frozô	br
fru-fru	br
fructidor	br
fructopiranosídeo	br
fructose	br
fructosuria	br
fructosídeo	br
fructosúria	br
frueira	br
frufruante	br
frufrulhar	br
frufrutar	br
frugal	br+pt
frugalidade	pt
frugardita	br
frugivorismo	br
frugífero	br
frugívoro	br
fruir	br+pt
fruiteira	br
fruitivo	br
fruito	br
fruituoso	br
fruição	br
frulaniáceo	br
frulhar	br
frulhos	br
frulânia	br
frumental	br
frumentalite	br
frumentação	br
frumento	br
frumentoso	br
frumentáceo	br
frumentário	br
frumentício	br
fruncho	br
frunco	br
frunhido	br
frunhir	br
fruro	br
frusinate	br
frusseria	br
frustear	br
frustrar	br+pt
frustratório	br
frustração	br+pt
frustrável	br
frustrâneo	br
frustulado	br
fruta	pt
fruta-barrete	br
fruta-bolsa	br
fruta-caurim	br
fruta-cocta	br
fruta-da-condessa	br
fruta-da-trindade	br
fruta-de-adão	br
fruta-de-anambé	br
fruta-de-anel	br
fruta-de-arara	br
fruta-de-babado	br
fruta-de-burro	br
fruta-de-cachorro	br
fruta-de-caiapó	br
fruta-de-cascavel	br
fruta-de-codorna	br
fruta-de-conde	br
fruta-de-conde-pequena	br
fruta-de-condessa	br
fruta-de-conta	br
fruta-de-coruja	br
fruta-de-cutia	br
fruta-de-ema	br
fruta-de-faraó	br
fruta-de-galo	br
fruta-de-gentio	br
fruta-de-grude	br
fruta-de-guariba	br
fruta-de-guará	br
fruta-de-jacaré	br
fruta-de-jacu	br
fruta-de-jacu-fêmea	br
fruta-de-jacu-macho	br
fruta-de-lepra	br
fruta-de-lobo	br
fruta-de-macaco	br
fruta-de-manila	br
fruta-de-manteiga	br
fruta-de-morcego	br
fruta-de-papagaio	br
fruta-de-paraó	br
fruta-de-pavão	br
fruta-de-perdiz	br
fruta-de-pombo	br
fruta-de-pão	br
fruta-de-sabiá	br
fruta-de-sabão	br
fruta-de-sapucainha	br
fruta-de-saíra	br
fruta-de-tatu	br
fruta-de-tucano	br
fruta-de-veado	br
fruta-de-via	br
fruta-de-víbora	br
fruta-de-árvore	br
fruta-do-conde	br
fruta-do-paraíso	br
fruta-doce	br
fruta-dos-paulistas	br
fruta-estrelada	br
fruta-gargantilha	br
fruta-gundra	br
fruta-manga	br
fruta-manila	br
fruta-mata-peixe	br
fruta-pão	br
fruta-pão-de-macaco	br
fruta-santa	br
fruta-tirilha	br
fruta-trilha	br
frutado	pt
frutal	br
frutal-mg	br
frutalense	br
frutar	br
frutarianismo	br
frutas-barrete	br
frutas-bolsa	br
frutas-caurim	br
frutas-coctas	br
frutas-da-condessa	br
frutas-da-trindade	br
frutas-de-adão	br
frutas-de-anambé	br
frutas-de-anel	br
frutas-de-arara	br
frutas-de-babado	br
frutas-de-burro	br
frutas-de-cachorro	br
frutas-de-caiapó	br
frutas-de-cascavel	br
frutas-de-codorna	br
frutas-de-conde	br
frutas-de-conde-pequenas	br
frutas-de-condessa	br
frutas-de-conta	br
frutas-de-coruja	br
frutas-de-cutia	br
frutas-de-ema	br
frutas-de-faraó	br
frutas-de-galo	br
frutas-de-gentio	br
frutas-de-grude	br
frutas-de-guariba	br
frutas-de-guará	br
frutas-de-jacaré	br
frutas-de-jacu	br
frutas-de-jacu-fêmea	br
frutas-de-jacu-macho	br
frutas-de-lepra	br
frutas-de-lobo	br
frutas-de-macaco	br
frutas-de-manila	br
frutas-de-manteiga	br
frutas-de-morcego	br
frutas-de-papagaio	br
frutas-de-paraó	br
frutas-de-pavão	br
frutas-de-perdiz	br
frutas-de-pombo	br
frutas-de-pão	br
frutas-de-sabiá	br
frutas-de-sabão	br
frutas-de-sapucainha	br
frutas-de-saíra	br
frutas-de-tatu	br
frutas-de-tucano	br
frutas-de-veado	br
frutas-de-via	br
frutas-de-víbora	br
frutas-de-árvore	br
frutas-do-conde	br
frutas-do-paraíso	br
frutas-doces	br
frutas-dos-paulistas	br
frutas-estreladas	br
frutas-gargantilha	br
frutas-gundra	br
frutas-manga	br
frutas-manila	br
frutas-mata-peixe	br
frutas-pão	br
frutas-pão-de-macaco	br
frutas-santas	br
frutas-tirilha	br
frutas-trilha	br
frutear	br
frutedo	br
frutegar	br
fruteira	pt
fruteira-de-arara	br
fruteira-de-burro	br
fruteira-de-cachorro	br
fruteira-de-conde	br
fruteira-de-condessa	br
fruteira-de-cutia	br
fruteira-de-faraó	br
fruteira-de-jacaré	br
fruteira-de-jacu	br
fruteira-de-lobo	br
fruteira-de-macaco	br
fruteira-de-paraó	br
fruteira-de-pavão	br
fruteira-de-perdiz	br
fruteira-de-pombo	br
fruteira-de-tucano	br
fruteira-do-conde	br
fruteira-pão	br
fruteiras-de-arara	br
fruteiras-de-burro	br
fruteiras-de-cachorro	br
fruteiras-de-conde	br
fruteiras-de-condessa	br
fruteiras-de-cutia	br
fruteiras-de-faraó	br
fruteiras-de-jacaré	br
fruteiras-de-jacu	br
fruteiras-de-lobo	br
fruteiras-de-macaco	br
fruteiras-de-paraó	br
fruteiras-de-pavão	br
fruteiras-de-perdiz	br
fruteiras-de-pombo	br
fruteiras-de-tucano	br
fruteiras-do-conde	br
fruteiras-pão	br
fruteiro	br+pt
frutescente	br
frutescer	br
frutescência	br
frutescível	br
fruticoso	br
fruticuloso	br
fruticultivo	br
fruticultor	br
fruticultura	br+pt
fruticultural	br
fruticícola	br
frutidor	br
frutificar	br+pt
frutificativo	br
frutificação	br
frutificável	br
frutifloro	br
frutiforme	br
frutilha	br
frutina	br
frutinho	br
frutista	br
frutivorismo	br
fruto	br+pt
fruto-amargoso	br
fruto-de-burro	br
fruto-de-cachorro	br
fruto-de-caxinguelê	br
fruto-de-clara-de-ovo	br
fruto-de-cobra	br
fruto-de-conta	br
fruto-de-imbé	br
fruto-de-jacu-do-mato	br
fruto-de-jacu-macho	br
fruto-de-macaco	br
fruto-de-manteiga	br
fruto-de-morcego	br
fruto-de-negro	br
fruto-de-papagaio	br
fruto-de-perdiz	br
fruto-de-sabiá	br
fruto-oligossacarídeo	br
frutopiranosídeo	br
frutos-amargosos	br
frutos-de-burro	br
frutos-de-cachorro	br
frutos-de-caxinguelê	br
frutos-de-clara-de-ovo	br
frutos-de-claras-de-ovo	br
frutos-de-cobra	br
frutos-de-conta	br
frutos-de-imbé	br
frutos-de-jacu-do-mato	br
frutos-de-jacu-macho	br
frutos-de-macaco	br
frutos-de-manteiga	br
frutos-de-morcego	br
frutos-de-negro	br
frutos-de-papagaio	br
frutos-de-perdiz	br
frutos-de-sabiá	br
frutos-do-mar	br
frutosamina	br
frutose	br
frutosuria	br
frutosídeo	br
frutosúria	br
frutual	br
frutuoso	br+pt
frutuoso-gomense	br
frutuário	br
frutão	br
frutíceto	br
frutícola	br
frutículo	br
frutífero	br+pt
frutígero	br
frutíolo	br
frutívoro	br+pt
fruxu	br
fruzuê	br
fruível	br
frágil	br+pt
frágua	br
frágula	br
frásico	br+pt
frásnico	br
frástico	br
fráter	br
frátrico	br
frâmea	br
frâncico	br
frâncio	br+pt
frâncoa	br
frângula	br
frângão	br
frémito	pt
fréon	br
frésia	br
frêmito	br
frênico	br
frênulo	br
frígana	br
frígico	br
frígido	br+pt
frígio	br
frínida	br
frínio	br
frísia	pt
frísico	br
frísio	br
frítschia	br
frítsquia	br
frívolo	br+pt
fróis	br
frótola	br
frôndeo	br
frôndula	br
frônia	br
frônimo	br
fröbeliano	br
frúctulo	br
frúnculo	br
frústulo	br
frútice	br
frútulo	br
fsc	br
fsf	br+pt
fsm	br
fsu	br
ftalato	br
ftalazol	br
ftaleína	br
ftalilsulfametizol	br
ftalilsulfatiazol	br
ftalocianina	br
ftalofina	br
ftanito	br
ftatilsulfacetamida	br
ftaxilida	br
ftiríase	br
ftisiúria	br
ftivazida	br
ftormetazina	br
ftorpropazina	br
ftp	br
ftálico	br
ftártico	br
fu	br
fuambamba	br
fuampa	br
fuazado	br
fuba	br
fubaca	br
fubamba	br
fubana	br
fubazento	br
fubecar	br
fubeiragem	br
fubeiro	br
fubento	br
fubica	br
fuboca	br
fubrogônio	br
fubuia	br
fubá	br
fuca	br
fucal	br
fucale	br
fucamena	br
fucani	br
fucansengo	br
fuceira	br
fucense	br
fuchsia	br
fuchsiano	br
fuchsina	br
fuchsinado	br
fuchsinita	br
fuchsinítico	br
fuchsinófilo	br
fuchsite	br
fuchsínico	br
fuciforme	br
fucim	br
fucina	br
fuco	br
fuco-fuco	br
fucoide	br
fucoideo	br
fucoidina	br
fucose	br
fucosidose	br
fucoxantina	br
fucsiano	br
fucsina	br
fucsinado	br
fucsinita	br
fucsinítico	br
fucsinófilo	br
fucsite	br
fucsínico	br
fucus-vesiculosos	br
fucussa	br
fucáceo	br
fucícola	br
fucívoro	br
fudosteína	br
fueguino	br
fueirar	br
fueireta	br
fueiros	br
fuelóleo	br
fuersita	br
fueta	br
fufa	br
fufu	br
fuga	pt
fugace	br
fugacidade	pt
fugadór	br
fugafina	br
fugalaça	br
fuganga	br
fugança	br
fugar	br
fugato	br
fugaz	br+pt
fugeca	br
fugel	br
fugemia	br
fugente	br
fugerite	br
fuggerite	br
fugi	pt
fugida	pt
fugidela	br+pt
fugidio	br+pt
fugidiço	br+pt
fugiente	br
fugimos	pt
fuginte	br
fugir	br+pt
fugis	pt
fugitivo	br+pt
fugitivário	br
fugião	br
fugição	br
fugueiro	br
fugueta	br
fugão	br
fui	pt
fuim	br
fuinha	pt
fuinha-chocalheira	br
fuinha-de-faces-vermelhas	br
fuinha-dos-juncos	br
fuinhas-dos-juncos	br
fuinho	br+pt
fuja	pt
fujais	pt
fujam	pt
fujamos	pt
fujaria	br
fujas	pt
fuje	br
fujicar	br
fujir	br
fujista	br
fujo	pt
fujona	br
fujão	br+pt
fukushima	br
fula	pt
fula-de-gabu	br
fula-forro	br
fula-fula	br
fula-preto	br
fulabomba	br
fulacunda	br
fuladectina	br
fulagassa	br
fulalupa	br
fulame	br
fulanejo	br
fulanizar	br+pt
fulanização	br
fulano	br+pt
fular	br
fulas-de-gabu	br
fulas-pretos	br
fulastre	br
fulbe	br
fulberto	br
fulcito	br
fulcrado	br+pt
fulcral	br+pt
fulcro	br+pt
fulcráceo	br
fulda	br
fuldense	br
fulecar	br
fulecha	br
fulecra	br
fuleiragem	br
fuleiro	br
fulejo	br
fulereno	br
fulestrias	br
fulgentar	br
fulgente	pt
fulgentear	br
fulgidíssimo	br
fulginate	br
fulginiate	br
fulgir	br+pt
fulgor	br+pt
fulgorídeo	br
fulgoróideo	br
fulgural	br
fulgurante	pt
fulgurar	br+pt
fulguraresfuziar	br
fulguratura	br
fulguração	br
fulguricrinante	br
fulgurite	br
fulgurito	br
fulguroso	br
fulgurância	br+pt
fulgurítico	br
fulgurômetro	br
fulgência	br
fulgêncio	br
fulgórida	br
fulha	br
fulharia	br
fulheiro	br
fuliano	br
fulicário	br
fuligem	br+pt
fuliginosidade	pt
fuliginoso	br+pt
fuligo	br
fuligulina	br
fuligulínea	br
fulinha	br
fulista	br
fulmar	br
fulmariíneo	br
fulmega	br
fulmialgodão	br
fulmifarelo	br
fulmilenho	br
fulminante	pt
fulminantemente	br
fulminar	br+pt
fulminativo	br
fulminato	br+pt
fulminatório	br+pt
fulminação	br
fulminoso	br+pt
fulminável	br
fulminífero	br
fulminígero	br
fulminívomo	br
fulmipalha	br
fulmíneo	br
fulmínico	br
fulniô	br
fulo	br+pt
fuloar	br
fulopita	br
fuloso	br
fulton	pt
fultógrafo	br
fulupo	br
fulustreco	br
fulveno	br
fulverino	br
fulvescente	br
fulvescência	br
fulvestranto	br
fulviana	br
fulvicórneo	br
fulvipene	br
fulvirrostro	br
fulvo	br
fulvípede	br
fulá	br
fulão	br
fulígula	br
fum	br
fumacear	br
fumaceira	pt
fumaceiro	br
fumacento	br+pt
fumacinha	br
fumacista	br
fumacê	br
fumada	pt
fumadeira	br
fumadoiro	br
fumadouro	br
fumageiro	br
fumagem	br+pt
fumagilina	br
fumagina	br
fumago	br
fumaguento	br
fumagínico	br
fumal	br
fumar	br+pt
fumarada	pt
fumaralimato	br
fumaramida	br
fumaranílico	br
fumarar	br
fumarato	br
fumaraça	br
fumareda	br
fumarela	br
fumarento	br+pt
fumarimida	br
fumarina	br
fumarioidea	br
fumariáceo	br
fumarola	br
fumatório	br+pt
fumaça	pt
fumaça-sc	br
fumaçada	pt
fumaçar	br
fumbalelê	br
fumbamba	br
fumbantsana	br
fumbeca	br
fumbeiro	br
fumbo	br
fumear	br
fumegante	pt
fumegar	br+pt
fumeiro	br+pt
fumestível	br
fumicultor	br
fumicultura	br
fumiflamante	br
fumigar	br
fumigatus	br
fumigatório	br
fumigação	br
fumigerite	br
fuminho	br
fuminé	br
fumista	br
fumo	br+pt
fumo-agreste	br
fumo-brasileiro	br
fumo-bravo	br
fumo-bravo-de-minas	br
fumo-bravo-de-pernambuco	br
fumo-bravo-do-amazonas	br
fumo-bravo-do-ceará	br
fumo-da-mata	br
fumo-da-terra	br
fumo-de-corda	br
fumo-de-folha	br
fumo-de-jardim	br
fumo-de-paisano	br
fumo-de-paraíso	br
fumo-de-raposa	br
fumo-de-rolo	br
fumo-do-mato	br
fumo-roxo	br
fumo-selvagem	br
fumo-silvestre	br
fumografia	br
fumona	br
fumos-agrestes	br
fumos-brasileiros	br
fumos-bravos	br
fumos-bravos-de-minas	br
fumos-bravos-de-pernambuco	br
fumos-bravos-do-amazonas	br
fumos-bravos-do-ceará	br
fumos-da-mata	br
fumos-da-terra	br
fumos-de-corda	br
fumos-de-folha	br
fumos-de-jardim	br
fumos-de-paisano	br
fumos-de-paraíso	br
fumos-de-raposa	br
fumos-de-rolo	br
fumos-do-mato	br
fumos-roxos	br
fumos-selvagens	br
fumos-silvestres	br
fumoso	br
fumoxicilina	br
fumária	br
fumária-das-paredes	br
fumária-das-sebes	br
fumária-de-flores-pequenas	br
fumária-dos-campos	br
fumária-maior	br
fumárias-das-paredes	br
fumárias-das-sebes	br
fumárias-de-flores-pequenas	br
fumárias-dos-campos	br
fumárias-maiores	br
fumárico	br
fumável	br
fumão	br+pt
fumélio	br
fumê	br
fumífero	br
fumífico	br
fumífugo	br
fumígeno	br
fumívomo	br
fumívoro	br
fumódromo	br
funambular	br
funambulesco	br
funambulismo	br
funambulístico	br
funaná	br
funar	br
funarioide	br
funarioideo	br
funariáceo	br
funaríea	br
funasa	br
funce	br
funchaco	br
funchal	br+pt
funchalense	br+pt
funcheno	br
funcho	br+pt
funcho-anual	br
funcho-bastardo	br
funcho-d'água	br
funcho-da-china	br
funcho-da-itália	br
funcho-de-bolonha	br
funcho-de-florença	br
funcho-de-porco	br
funcho-de-água	br
funcho-do-mar	br
funcho-doce	br
funcho-dos-alpes	br
funcho-gigante	br
funcho-hortense	br
funcho-marinho	br
funcho-marítimo	br
funcho-selvagem	br
